round_num,venue,date,year,team_1_team_name,team_1_q1_goals,team_1_q1_behinds,team_1_q2_goals,team_1_q2_behinds,team_1_q3_goals,team_1_q3_behinds,team_1_final_goals,team_1_final_behinds,team_2_team_name,team_2_q1_goals,team_2_q1_behinds,team_2_q2_goals,team_2_q2_behinds,team_2_q3_goals,team_2_q3_behinds,team_2_final_goals,team_2_final_behinds
5,Princes Park,1942-06-06 14:30,1942,South Melbourne,7.0,3.0,11.0,6.0,18.0,8.0,23.0,10.0,Melbourne,3.0,3.0,7.0,8.0,11.0,16.0,16.0,19.0
6,Princes Park,1942-06-13 14:30,1942,Carlton,6.0,3.0,10.0,6.0,16.0,11.0,20.0,18.0,North Melbourne,1.0,5.0,7.0,6.0,9.0,6.0,13.0,13.0
6,Victoria Park,1942-06-13 14:30,1942,Collingwood,6.0,2.0,8.0,4.0,8.0,8.0,11.0,12.0,Footscray,1.0,1.0,8.0,8.0,9.0,16.0,11.0,21.0
6,Windy Hill,1942-06-13 14:30,1942,Essendon,1.0,5.0,5.0,11.0,8.0,13.0,10.0,17.0,Richmond,2.0,2.0,4.0,5.0,8.0,9.0,11.0,10.0
6,Toorak Park,1942-06-13 14:30,1942,South Melbourne,2.0,8.0,2.0,10.0,8.0,13.0,9.0,15.0,Fitzroy,2.0,1.0,7.0,7.0,9.0,12.0,11.0,17.0
6,Punt Rd,1942-06-13 14:30,1942,Melbourne,1.0,5.0,3.0,7.0,6.0,8.0,6.0,9.0,St Kilda,3.0,1.0,9.0,4.0,11.0,5.0,13.0,11.0
7,Yarraville Oval,1942-06-20 14:30,1942,Footscray,4.0,5.0,6.0,11.0,11.0,17.0,12.0,19.0,Carlton,2.0,4.0,4.0,5.0,8.0,7.0,10.0,12.0
7,Toorak Park,1942-06-20 14:30,1942,St Kilda,2.0,6.0,4.0,9.0,7.0,11.0,11.0,14.0,Collingwood,5.0,2.0,6.0,4.0,8.0,9.0,9.0,14.0
7,Brunswick St,1942-06-20 14:30,1942,Fitzroy,6.0,4.0,9.0,8.0,13.0,13.0,16.0,14.0,Hawthorn,4.0,0.0,9.0,2.0,11.0,6.0,14.0,10.0
7,Arden St,1942-06-20 14:30,1942,North Melbourne,3.0,1.0,5.0,7.0,7.0,8.0,11.0,10.0,Melbourne,3.0,5.0,7.0,6.0,9.0,11.0,12.0,11.0
7,Punt Rd,1942-06-20 14:30,1942,Richmond,1.0,4.0,1.0,6.0,8.0,9.0,10.0,9.0,South Melbourne,6.0,4.0,9.0,10.0,10.0,14.0,11.0,20.0
8,Princes Park,1942-06-27 14:30,1942,Carlton,3.0,4.0,7.0,8.0,13.0,9.0,18.0,14.0,St Kilda,3.0,4.0,5.0,5.0,7.0,8.0,10.0,11.0
8,Punt Rd,1942-06-27 14:30,1942,Melbourne,3.0,4.0,8.0,9.0,10.0,11.0,11.0,14.0,Collingwood,4.0,8.0,6.0,9.0,12.0,15.0,14.0,21.0
8,Windy Hill,1942-06-27 14:30,1942,Essendon,6.0,5.0,10.0,8.0,17.0,9.0,22.0,12.0,Hawthorn,2.0,2.0,3.0,6.0,5.0,8.0,5.0,8.0
8,Brunswick St,1942-06-27 14:30,1942,Fitzroy,3.0,2.0,7.0,5.0,9.0,8.0,12.0,9.0,Richmond,3.0,4.0,6.0,9.0,12.0,11.0,15.0,15.0
8,Arden St,1942-06-27 14:30,1942,North Melbourne,0.0,2.0,3.0,6.0,6.0,6.0,9.0,8.0,Footscray,7.0,5.0,12.0,7.0,16.0,13.0,17.0,16.0
9,Glenferrie Oval,1942-07-04 14:30,1942,Hawthorn,3.0,2.0,5.0,6.0,5.0,8.0,8.0,10.0,Carlton,3.0,3.0,6.0,7.0,11.0,13.0,12.0,14.0
9,Victoria Park,1942-07-04 14:30,1942,Collingwood,2.0,7.0,8.0,11.0,9.0,13.0,10.0,18.0,Fitzroy,5.0,3.0,6.0,7.0,11.0,7.0,12.0,7.0
9,Toorak Park,1942-07-04 14:30,1942,St Kilda,3.0,5.0,5.0,6.0,6.0,8.0,6.0,9.0,Essendon,2.0,2.0,2.0,9.0,3.0,13.0,4.0,15.0
9,Yarraville Oval,1942-07-04 14:30,1942,Footscray,1.0,0.0,5.0,2.0,7.0,2.0,7.0,3.0,South Melbourne,5.0,6.0,7.0,7.0,8.0,8.0,11.0,9.0
9,Punt Rd,1942-07-04 14:30,1942,Richmond,3.0,2.0,5.0,7.0,7.0,11.0,11.0,14.0,North Melbourne,4.0,4.0,6.0,5.0,8.0,10.0,11.0,11.0
10,Princes Park,1942-07-11 14:30,1942,Carlton,5.0,4.0,10.0,8.0,13.0,10.0,13.0,17.0,Melbourne,0.0,0.0,4.0,1.0,7.0,4.0,10.0,7.0
10,Arden St,1942-07-11 14:30,1942,North Melbourne,2.0,4.0,7.0,6.0,13.0,8.0,17.0,8.0,Collingwood,1.0,5.0,6.0,9.0,10.0,13.0,11.0,16.0
10,Brunswick St,1942-07-11 14:30,1942,Fitzroy,2.0,1.0,7.0,3.0,11.0,6.0,12.0,10.0,Essendon,4.0,4.0,8.0,9.0,14.0,12.0,15.0,17.0
10,Yarraville Oval,1942-07-11 14:30,1942,Footscray,6.0,5.0,9.0,10.0,12.0,15.0,19.0,17.0,St Kilda,2.0,1.0,3.0,8.0,6.0,13.0,7.0,18.0
10,Punt Rd,1942-07-11 14:30,1942,South Melbourne,1.0,4.0,4.0,9.0,10.0,15.0,12.0,19.0,Hawthorn,0.0,5.0,7.0,8.0,13.0,8.0,13.0,10.0
11,Victoria Park,1942-07-18 14:30,1942,Collingwood,4.0,6.0,6.0,8.0,8.0,10.0,11.0,11.0,Carlton,3.0,3.0,7.0,7.0,11.0,11.0,13.0,14.0
11,Windy Hill,1942-07-18 14:30,1942,Essendon,2.0,5.0,5.0,8.0,7.0,12.0,10.0,15.0,South Melbourne,2.0,3.0,3.0,5.0,5.0,5.0,8.0,7.0
11,Punt Rd,1942-07-18 14:30,1942,Melbourne,1.0,2.0,7.0,4.0,7.0,8.0,14.0,11.0,Footscray,5.0,3.0,8.0,5.0,16.0,8.0,19.0,12.0
11,Glenferrie Oval,1942-07-18 14:30,1942,Hawthorn,3.0,5.0,7.0,8.0,10.0,12.0,13.0,17.0,Richmond,5.0,3.0,13.0,5.0,16.0,8.0,19.0,13.0
11,Toorak Park,1942-07-18 14:30,1942,St Kilda,1.0,1.0,8.0,6.0,11.0,6.0,21.0,9.0,North Melbourne,4.0,5.0,5.0,5.0,9.0,8.0,9.0,8.0
12,Victoria Park,1942-07-25 14:30,1942,Collingwood,2.0,7.0,5.0,11.0,8.0,15.0,9.0,15.0,South Melbourne,5.0,3.0,9.0,6.0,13.0,13.0,15.0,21.0
12,Punt Rd,1942-07-25 14:30,1942,Melbourne,2.0,5.0,6.0,13.0,11.0,17.0,14.0,20.0,Essendon,4.0,1.0,7.0,6.0,10.0,7.0,12.0,12.0
12,Toorak Park,1942-07-25 14:30,1942,St Kilda,5.0,0.0,6.0,7.0,8.0,10.0,10.0,13.0,Fitzroy,3.0,5.0,9.0,8.0,12.0,14.0,12.0,14.0
12,Yarraville Oval,1942-07-25 14:30,1942,Footscray,5.0,6.0,10.0,8.0,15.0,11.0,19.0,15.0,Richmond,3.0,3.0,9.0,8.0,12.0,14.0,17.0,20.0
12,Arden St,1942-07-25 14:30,1942,North Melbourne,0.0,2.0,3.0,5.0,7.0,5.0,9.0,10.0,Hawthorn,2.0,5.0,4.0,6.0,5.0,12.0,6.0,16.0
13,Princes Park,1942-08-01 14:45,1942,South Melbourne,4.0,4.0,6.0,8.0,8.0,15.0,10.0,24.0,Carlton,4.0,5.0,6.0,10.0,9.0,14.0,12.0,17.0
13,Windy Hill,1942-08-01 14:45,1942,Essendon,4.0,2.0,9.0,4.0,10.0,8.0,15.0,12.0,Footscray,4.0,1.0,5.0,4.0,7.0,8.0,10.0,8.0
13,Brunswick St,1942-08-01 14:45,1942,Fitzroy,5.0,3.0,12.0,7.0,12.0,9.0,20.0,14.0,North Melbourne,0.0,2.0,4.0,5.0,8.0,8.0,10.0,8.0
13,Glenferrie Oval,1942-08-01 14:45,1942,Hawthorn,3.0,3.0,5.0,3.0,7.0,6.0,8.0,9.0,St Kilda,1.0,6.0,6.0,10.0,8.0,13.0,10.0,15.0
13,Punt Rd,1942-08-01 14:45,1942,Richmond,4.0,1.0,11.0,8.0,12.0,15.0,15.0,21.0,Melbourne,3.0,7.0,4.0,10.0,8.0,11.0,12.0,14.0
14,Princes Park,1942-08-08 14:45,1942,Carlton,7.0,5.0,9.0,9.0,15.0,18.0,18.0,20.0,Essendon,1.0,1.0,4.0,4.0,5.0,6.0,11.0,9.0
14,Victoria Park,1942-08-08 14:45,1942,Collingwood,3.0,5.0,6.0,7.0,10.0,9.0,12.0,11.0,Richmond,5.0,5.0,9.0,10.0,15.0,17.0,16.0,21.0
14,Punt Rd,1942-08-08 14:45,1942,Melbourne,2.0,3.0,6.0,6.0,10.0,8.0,12.0,13.0,Fitzroy,1.0,3.0,6.0,4.0,8.0,6.0,10.0,8.0
14,Yarraville Oval,1942-08-08 14:45,1942,Footscray,4.0,5.0,5.0,9.0,13.0,11.0,20.0,17.0,Hawthorn,1.0,0.0,3.0,1.0,6.0,2.0,9.0,4.0
14,Toorak Park,1942-08-08 14:45,1942,St Kilda,0.0,3.0,1.0,7.0,4.0,10.0,6.0,10.0,South Melbourne,3.0,1.0,9.0,4.0,10.0,9.0,13.0,11.0
15,Brunswick St,1942-08-15 14:45,1942,Fitzroy,2.0,7.0,3.0,9.0,10.0,19.0,13.0,20.0,Carlton,3.0,0.0,3.0,6.0,7.0,7.0,17.0,13.0
15,Windy Hill,1942-08-15 14:45,1942,Essendon,3.0,5.0,6.0,7.0,8.0,11.0,11.0,17.0,Collingwood,1.0,2.0,3.0,7.0,4.0,8.0,9.0,10.0
15,Glenferrie Oval,1942-08-15 14:45,1942,Hawthorn,1.0,5.0,1.0,8.0,4.0,13.0,7.0,15.0,Melbourne,4.0,3.0,9.0,11.0,12.0,14.0,16.0,22.0
15,Princes Park,1942-08-15 14:45,1942,South Melbourne,8.0,5.0,11.0,7.0,19.0,11.0,22.0,13.0,North Melbourne,4.0,0.0,8.0,4.0,11.0,6.0,12.0,15.0
15,Punt Rd,1942-08-15 14:45,1942,Richmond,3.0,7.0,8.0,12.0,11.0,14.0,18.0,20.0,St Kilda,2.0,2.0,4.0,4.0,7.0,7.0,8.0,8.0
16,Princes Park,1942-08-22 14:45,1942,Carlton,4.0,3.0,10.0,9.0,14.0,12.0,18.0,19.0,Richmond,4.0,6.0,5.0,8.0,9.0,13.0,10.0,14.0
16,Victoria Park,1942-08-22 14:45,1942,Collingwood,3.0,3.0,12.0,13.0,13.0,16.0,16.0,21.0,Hawthorn,4.0,7.0,4.0,9.0,10.0,12.0,15.0,13.0
16,Arden St,1942-08-22 14:45,1942,North Melbourne,0.0,1.0,2.0,4.0,3.0,5.0,5.0,8.0,Essendon,3.0,4.0,5.0,7.0,6.0,10.0,8.0,16.0
16,Yarraville Oval,1942-08-22 14:45,1942,Footscray,5.0,2.0,6.0,6.0,15.0,11.0,19.0,15.0,Fitzroy,3.0,1.0,7.0,3.0,9.0,7.0,14.0,8.0
16,Punt Rd,1942-08-22 14:45,1942,Melbourne,4.0,1.0,5.0,2.0,8.0,5.0,14.0,7.0,South Melbourne,2.0,9.0,3.0,11.0,10.0,18.0,14.0,23.0
Semi Final,Princes Park,1942-08-29 14:30,1942,South Melbourne,1.0,4.0,3.0,5.0,9.0,9.0,13.0,13.0,Footscray,1.0,4.0,3.0,14.0,5.0,18.0,7.0,22.0
Semi Final,Princes Park,1942-09-05 14:30,1942,Essendon,2.0,1.0,3.0,2.0,6.0,5.0,8.0,8.0,Richmond,2.0,3.0,3.0,5.0,9.0,10.0,11.0,12.0
Preliminary Final,Princes Park,1942-09-12 14:30,1942,Essendon,2.0,5.0,8.0,6.0,15.0,9.0,19.0,10.0,South Melbourne,4.0,4.0,9.0,5.0,10.0,11.0,14.0,12.0
Grand Final,Princes Park,1942-09-19 14:50,1942,Essendon,2.0,6.0,8.0,14.0,14.0,16.0,19.0,18.0,Richmond,2.0,4.0,4.0,4.0,5.0,10.0,11.0,13.0
1,Princes Park,1943-05-08 14:45,1943,Carlton,2.0,5.0,6.0,6.0,11.0,11.0,17.0,13.0,Richmond,1.0,7.0,2.0,14.0,4.0,19.0,8.0,23.0
1,Victoria Park,1943-05-08 14:45,1943,Collingwood,1.0,3.0,3.0,13.0,3.0,18.0,6.0,22.0,North Melbourne,2.0,3.0,3.0,5.0,6.0,10.0,7.0,12.0
1,Windy Hill,1943-05-08 14:45,1943,Essendon,3.0,3.0,11.0,5.0,14.0,7.0,18.0,9.0,South Melbourne,6.0,4.0,8.0,7.0,10.0,10.0,13.0,14.0
1,Punt Rd,1943-05-08 14:45,1943,Melbourne,5.0,2.0,10.0,4.0,13.0,8.0,14.0,12.0,Fitzroy,3.0,2.0,8.0,6.0,12.0,7.0,15.0,9.0
1,Toorak Park,1943-05-08 14:45,1943,St Kilda,3.0,3.0,10.0,5.0,11.0,6.0,14.0,9.0,Hawthorn,3.0,4.0,5.0,7.0,10.0,13.0,13.0,17.0
2,Western Oval,1943-05-15 14:45,1943,Footscray,2.0,4.0,4.0,5.0,5.0,10.0,6.0,10.0,Carlton,0.0,0.0,3.0,8.0,7.0,14.0,8.0,18.0
2,Punt Rd,1943-05-15 14:45,1943,Richmond,1.0,2.0,4.0,4.0,10.0,6.0,13.0,7.0,Collingwood,4.0,0.0,5.0,3.0,9.0,5.0,9.0,12.0
2,Glenferrie Oval,1943-05-15 14:45,1943,Hawthorn,2.0,1.0,2.0,5.0,6.0,8.0,7.0,8.0,Essendon,4.0,2.0,6.0,7.0,8.0,8.0,11.0,15.0
2,Princes Park,1943-05-15 14:45,1943,South Melbourne,3.0,6.0,4.0,7.0,9.0,12.0,12.0,14.0,Melbourne,3.0,3.0,5.0,11.0,8.0,12.0,15.0,19.0
2,Arden St,1943-05-15 14:45,1943,North Melbourne,1.0,1.0,2.0,10.0,4.0,12.0,8.0,14.0,St Kilda,1.0,9.0,2.0,9.0,7.0,13.0,8.0,14.0
3,Victoria Park,1943-05-22 14:45,1943,Collingwood,0.0,3.0,2.0,10.0,9.0,10.0,11.0,14.0,Footscray,5.0,5.0,7.0,8.0,11.0,13.0,12.0,16.0
3,Windy Hill,1943-05-22 14:45,1943,Essendon,3.0,5.0,3.0,7.0,6.0,11.0,11.0,12.0,North Melbourne,0.0,0.0,4.0,4.0,5.0,6.0,9.0,11.0
3,Brunswick St,1943-05-22 14:45,1943,Fitzroy,4.0,2.0,8.0,14.0,10.0,14.0,16.0,17.0,South Melbourne,4.0,5.0,5.0,8.0,14.0,13.0,16.0,16.0
3,Punt Rd,1943-05-22 14:45,1943,Melbourne,2.0,4.0,4.0,8.0,6.0,9.0,10.0,12.0,Hawthorn,3.0,5.0,6.0,9.0,12.0,13.0,17.0,15.0
3,Toorak Park,1943-05-22 14:45,1943,St Kilda,3.0,3.0,4.0,8.0,6.0,10.0,8.0,15.0,Richmond,6.0,3.0,7.0,4.0,13.0,11.0,17.0,12.0
4,Princes Park,1943-05-29 14:45,1943,Carlton,3.0,1.0,3.0,3.0,7.0,4.0,12.0,5.0,Collingwood,2.0,7.0,6.0,11.0,11.0,12.0,15.0,14.0
4,Punt Rd,1943-05-29 14:45,1943,Richmond,1.0,7.0,4.0,10.0,10.0,15.0,11.0,18.0,Essendon,2.0,3.0,5.0,9.0,7.0,11.0,14.0,13.0
4,Glenferrie Oval,1943-05-29 14:45,1943,Hawthorn,3.0,2.0,7.0,4.0,10.0,7.0,13.0,8.0,Fitzroy,3.0,3.0,7.0,7.0,7.0,15.0,9.0,21.0
4,Western Oval,1943-05-29 14:45,1943,Footscray,2.0,2.0,6.0,7.0,9.0,9.0,13.0,11.0,St Kilda,2.0,5.0,4.0,8.0,6.0,9.0,6.0,12.0
4,Arden St,1943-05-29 14:45,1943,North Melbourne,5.0,7.0,7.0,7.0,13.0,8.0,15.0,14.0,Melbourne,1.0,3.0,6.0,5.0,7.0,8.0,10.0,11.0
5,Toorak Park,1943-06-05 14:30,1943,St Kilda,3.0,2.0,7.0,10.0,10.0,10.0,13.0,14.0,Carlton,6.0,0.0,6.0,1.0,10.0,5.0,12.0,8.0
5,Windy Hill,1943-06-05 14:30,1943,Essendon,4.0,2.0,9.0,4.0,12.0,6.0,16.0,10.0,Footscray,2.0,3.0,9.0,5.0,12.0,10.0,16.0,18.0
5,Brunswick St,1943-06-05 14:30,1943,Fitzroy,7.0,4.0,12.0,7.0,16.0,9.0,23.0,12.0,North Melbourne,1.0,1.0,4.0,4.0,8.0,9.0,10.0,13.0
5,Princes Park,1943-06-05 14:30,1943,South Melbourne,3.0,2.0,5.0,6.0,8.0,10.0,10.0,15.0,Hawthorn,2.0,4.0,7.0,7.0,10.0,8.0,12.0,13.0
5,Punt Rd,1943-06-05 14:30,1943,Melbourne,4.0,4.0,8.0,4.0,11.0,7.0,17.0,11.0,Richmond,4.0,2.0,10.0,10.0,15.0,13.0,21.0,15.0
6,Princes Park,1943-06-12 14:30,1943,Carlton,3.0,5.0,4.0,10.0,7.0,16.0,9.0,22.0,Essendon,1.0,10.0,3.0,15.0,6.0,16.0,11.0,16.0
6,Victoria Park,1943-06-12 14:30,1943,Collingwood,1.0,4.0,3.0,10.0,6.0,15.0,11.0,21.0,St Kilda,1.0,4.0,3.0,6.0,5.0,9.0,5.0,12.0
6,Punt Rd,1943-06-12 14:30,1943,Richmond,1.0,3.0,5.0,5.0,8.0,11.0,12.0,17.0,Fitzroy,4.0,4.0,9.0,5.0,12.0,8.0,14.0,11.0
6,Western Oval,1943-06-12 14:30,1943,Footscray,4.0,2.0,9.0,7.0,14.0,13.0,21.0,17.0,Melbourne,3.0,6.0,5.0,8.0,7.0,13.0,8.0,15.0
6,Arden St,1943-06-12 14:30,1943,North Melbourne,5.0,1.0,9.0,5.0,11.0,6.0,14.0,7.0,South Melbourne,5.0,6.0,6.0,9.0,8.0,15.0,12.0,18.0
7,Punt Rd,1943-06-19 14:30,1943,Melbourne,2.0,3.0,8.0,7.0,10.0,9.0,13.0,14.0,Carlton,4.0,9.0,4.0,11.0,8.0,17.0,11.0,21.0
7,Windy Hill,1943-06-19 14:30,1943,Essendon,5.0,5.0,8.0,8.0,11.0,11.0,15.0,13.0,Collingwood,0.0,3.0,3.0,7.0,7.0,11.0,8.0,14.0
7,Brunswick St,1943-06-19 14:30,1943,Fitzroy,5.0,5.0,11.0,7.0,15.0,9.0,16.0,11.0,Footscray,1.0,2.0,7.0,3.0,9.0,7.0,11.0,7.0
7,Glenferrie Oval,1943-06-19 14:30,1943,Hawthorn,5.0,3.0,11.0,6.0,15.0,9.0,20.0,16.0,North Melbourne,4.0,2.0,7.0,8.0,11.0,14.0,13.0,17.0
7,Princes Park,1943-06-19 14:30,1943,South Melbourne,1.0,1.0,5.0,8.0,10.0,10.0,12.0,12.0,Richmond,5.0,2.0,10.0,6.0,13.0,8.0,17.0,12.0
8,Princes Park,1943-06-26 14:30,1943,Carlton,3.0,4.0,7.0,11.0,10.0,14.0,15.0,16.0,Fitzroy,4.0,5.0,5.0,6.0,7.0,11.0,9.0,13.0
8,Victoria Park,1943-06-26 14:30,1943,Collingwood,2.0,7.0,5.0,10.0,8.0,14.0,10.0,21.0,Melbourne,3.0,1.0,7.0,3.0,10.0,6.0,13.0,9.0
8,Toorak Park,1943-06-26 14:30,1943,St Kilda,2.0,0.0,7.0,2.0,10.0,3.0,15.0,8.0,Essendon,3.0,5.0,8.0,12.0,13.0,17.0,20.0,19.0
8,Western Oval,1943-06-26 14:30,1943,Footscray,4.0,1.0,8.0,3.0,9.0,8.0,10.0,11.0,South Melbourne,0.0,3.0,3.0,5.0,5.0,8.0,6.0,14.0
8,Punt Rd,1943-06-26 14:30,1943,Richmond,7.0,5.0,9.0,7.0,12.0,14.0,15.0,16.0,Hawthorn,1.0,1.0,3.0,5.0,5.0,9.0,8.0,14.0
9,Princes Park,1943-07-03 14:30,1943,South Melbourne,4.0,1.0,6.0,4.0,7.0,7.0,10.0,13.0,Carlton,5.0,4.0,7.0,8.0,15.0,10.0,15.0,13.0
9,Brunswick St,1943-07-03 14:30,1943,Fitzroy,5.0,8.0,9.0,10.0,11.0,14.0,15.0,18.0,Collingwood,1.0,2.0,6.0,7.0,8.0,10.0,9.0,11.0
9,Glenferrie Oval,1943-07-03 14:30,1943,Hawthorn,2.0,1.0,7.0,4.0,10.0,8.0,13.0,11.0,Footscray,2.0,3.0,5.0,6.0,8.0,9.0,11.0,13.0
9,Punt Rd,1943-07-03 14:30,1943,Melbourne,3.0,3.0,5.0,5.0,11.0,13.0,16.0,14.0,St Kilda,0.0,3.0,5.0,7.0,7.0,8.0,12.0,10.0
9,Arden St,1943-07-03 14:30,1943,North Melbourne,0.0,1.0,4.0,1.0,6.0,1.0,9.0,2.0,Richmond,5.0,2.0,7.0,5.0,10.0,7.0,13.0,7.0
10,Princes Park,1943-07-10 14:30,1943,Carlton,4.0,1.0,9.0,4.0,13.0,4.0,16.0,9.0,Hawthorn,1.0,2.0,4.0,3.0,6.0,9.0,11.0,14.0
10,Victoria Park,1943-07-10 14:30,1943,Collingwood,3.0,2.0,6.0,3.0,8.0,3.0,9.0,6.0,South Melbourne,1.0,3.0,6.0,6.0,9.0,10.0,16.0,14.0
10,Windy Hill,1943-07-10 14:30,1943,Essendon,3.0,1.0,4.0,3.0,7.0,10.0,9.0,16.0,Melbourne,5.0,2.0,6.0,5.0,9.0,7.0,13.0,7.0
10,Toorak Park,1943-07-10 14:30,1943,St Kilda,2.0,3.0,5.0,5.0,7.0,9.0,10.0,11.0,Fitzroy,5.0,2.0,7.0,6.0,11.0,12.0,14.0,14.0
10,Western Oval,1943-07-10 14:30,1943,Footscray,1.0,3.0,4.0,11.0,5.0,14.0,9.0,23.0,North Melbourne,5.0,5.0,7.0,8.0,10.0,12.0,12.0,14.0
11,Arden St,1943-07-17 14:30,1943,North Melbourne,4.0,6.0,4.0,6.0,11.0,10.0,12.0,10.0,Carlton,1.0,0.0,7.0,4.0,7.0,4.0,11.0,12.0
11,Glenferrie Oval,1943-07-17 14:30,1943,Hawthorn,4.0,6.0,6.0,7.0,10.0,11.0,16.0,14.0,Collingwood,0.0,5.0,7.0,10.0,10.0,12.0,12.0,13.0
11,Brunswick St,1943-07-17 14:30,1943,Fitzroy,1.0,3.0,4.0,7.0,5.0,8.0,7.0,14.0,Essendon,3.0,6.0,5.0,10.0,9.0,20.0,9.0,24.0
11,Punt Rd,1943-07-17 14:30,1943,Richmond,3.0,3.0,4.0,9.0,8.0,16.0,10.0,19.0,Footscray,3.0,2.0,5.0,2.0,6.0,3.0,8.0,9.0
11,Princes Park,1943-07-17 14:30,1943,South Melbourne,6.0,9.0,7.0,11.0,14.0,17.0,16.0,19.0,St Kilda,3.0,1.0,8.0,8.0,9.0,9.0,11.0,14.0
12,Victoria Park,1943-07-31 14:30,1943,Collingwood,2.0,1.0,3.0,4.0,8.0,6.0,11.0,8.0,Carlton,4.0,2.0,13.0,4.0,18.0,8.0,28.0,10.0
12,Glenferrie Oval,1943-07-31 14:30,1943,Hawthorn,1.0,6.0,4.0,11.0,6.0,12.0,7.0,13.0,Essendon,1.0,2.0,2.0,5.0,5.0,9.0,9.0,12.0
12,Brunswick St,1943-07-31 14:30,1943,Fitzroy,2.0,0.0,4.0,5.0,5.0,6.0,10.0,10.0,Richmond,3.0,3.0,5.0,6.0,6.0,14.0,7.0,17.0
12,Punt Rd,1943-07-31 14:30,1943,Melbourne,8.0,2.0,15.0,9.0,18.0,11.0,23.0,16.0,Footscray,6.0,0.0,7.0,2.0,9.0,6.0,11.0,8.0
12,Princes Park,1943-07-31 14:30,1943,South Melbourne,5.0,1.0,8.0,4.0,12.0,9.0,14.0,11.0,North Melbourne,3.0,1.0,5.0,4.0,6.0,4.0,6.0,6.0
13,Princes Park,1943-08-07 14:45,1943,Carlton,2.0,5.0,7.0,8.0,9.0,13.0,13.0,19.0,Hawthorn,3.0,4.0,4.0,9.0,10.0,11.0,10.0,15.0
13,Victoria Park,1943-08-07 14:45,1943,Collingwood,2.0,7.0,8.0,15.0,10.0,22.0,14.0,24.0,North Melbourne,1.0,0.0,3.0,1.0,6.0,5.0,7.0,8.0
13,Windy Hill,1943-08-07 14:45,1943,Essendon,2.0,3.0,5.0,7.0,8.0,15.0,11.0,24.0,Fitzroy,2.0,3.0,5.0,7.0,7.0,8.0,8.0,8.0
13,Western Oval,1943-08-07 14:45,1943,Footscray,4.0,4.0,5.0,8.0,7.0,17.0,7.0,17.0,Richmond,3.0,4.0,7.0,13.0,12.0,13.0,19.0,19.0
13,Punt Rd,1943-08-07 14:45,1943,Melbourne,4.0,0.0,7.0,1.0,7.0,3.0,9.0,6.0,South Melbourne,4.0,4.0,8.0,5.0,14.0,9.0,21.0,13.0
14,Windy Hill,1943-08-14 14:45,1943,Essendon,4.0,3.0,5.0,7.0,7.0,10.0,9.0,13.0,Carlton,1.0,3.0,5.0,6.0,8.0,7.0,10.0,10.0
14,Princes Park,1943-08-14 14:45,1943,South Melbourne,1.0,6.0,7.0,8.0,10.0,12.0,12.0,18.0,Collingwood,0.0,3.0,5.0,4.0,9.0,6.0,11.0,7.0
14,Brunswick St,1943-08-14 14:45,1943,Fitzroy,3.0,2.0,6.0,6.0,11.0,10.0,15.0,14.0,Melbourne,0.0,3.0,2.0,6.0,5.0,9.0,7.0,12.0
14,Arden St,1943-08-14 14:45,1943,North Melbourne,1.0,0.0,5.0,6.0,6.0,6.0,7.0,11.0,Footscray,6.0,4.0,7.0,6.0,7.0,9.0,9.0,10.0
14,Punt Rd,1943-08-14 14:45,1943,Richmond,2.0,2.0,5.0,6.0,7.0,11.0,9.0,14.0,Hawthorn,2.0,1.0,8.0,3.0,10.0,6.0,11.0,7.0
15,Princes Park,1943-08-21 14:45,1943,Carlton,5.0,6.0,8.0,16.0,9.0,20.0,15.0,23.0,North Melbourne,0.0,0.0,3.0,2.0,6.0,4.0,7.0,5.0
15,Victoria Park,1943-08-21 14:45,1943,Collingwood,4.0,1.0,8.0,7.0,8.0,12.0,16.0,17.0,Fitzroy,4.0,5.0,5.0,6.0,9.0,9.0,9.0,9.0
15,Western Oval,1943-08-21 14:45,1943,Footscray,2.0,7.0,4.0,8.0,5.0,9.0,9.0,10.0,Essendon,1.0,2.0,3.0,10.0,5.0,14.0,6.0,15.0
15,Glenferrie Oval,1943-08-21 14:45,1943,Hawthorn,1.0,6.0,5.0,7.0,8.0,8.0,13.0,10.0,South Melbourne,2.0,4.0,6.0,7.0,7.0,12.0,7.0,14.0
15,Punt Rd,1943-08-21 14:45,1943,Richmond,4.0,3.0,9.0,8.0,11.0,17.0,15.0,19.0,Melbourne,1.0,2.0,2.0,6.0,6.0,8.0,12.0,13.0
16,Brunswick St,1943-08-28 14:45,1943,Fitzroy,6.0,2.0,6.0,5.0,11.0,8.0,12.0,12.0,Carlton,2.0,0.0,6.0,6.0,8.0,8.0,10.0,9.0
16,Punt Rd,1943-08-28 14:45,1943,Melbourne,6.0,4.0,7.0,9.0,11.0,16.0,16.0,17.0,Collingwood,1.0,4.0,6.0,11.0,8.0,13.0,14.0,17.0
16,Windy Hill,1943-08-28 14:45,1943,Essendon,1.0,3.0,3.0,6.0,6.0,8.0,10.0,11.0,Richmond,0.0,3.0,9.0,7.0,12.0,11.0,14.0,14.0
16,Princes Park,1943-08-28 14:45,1943,South Melbourne,1.0,3.0,5.0,6.0,7.0,10.0,10.0,19.0,Footscray,4.0,3.0,5.0,3.0,9.0,6.0,10.0,6.0
