round_num,venue,date,year,team_1_team_name,team_1_q1_goals,team_1_q1_behinds,team_1_q2_goals,team_1_q2_behinds,team_1_q3_goals,team_1_q3_behinds,team_1_final_goals,team_1_final_behinds,team_2_team_name,team_2_q1_goals,team_2_q1_behinds,team_2_q2_goals,team_2_q2_behinds,team_2_q3_goals,team_2_q3_behinds,team_2_final_goals,team_2_final_behinds
22,Junction Oval,1973-09-01 14:10,1973,Fitzroy,3.0,3.0,6.0,6.0,10.0,9.0,17.0,15.0,Geelong,5.0,4.0,7.0,5.0,11.0,14.0,14.0,17.0
22,M.C.G.,1973-09-01 14:10,1973,Richmond,3.0,6.0,4.0,10.0,7.0,14.0,10.0,16.0,Footscray,2.0,2.0,5.0,5.0,8.0,8.0,11.0,11.0
22,Glenferrie Oval,1973-09-01 14:10,1973,Hawthorn,5.0,7.0,7.0,12.0,12.0,15.0,16.0,20.0,South Melbourne,2.0,3.0,7.0,7.0,9.0,11.0,11.0,13.0
22,Waverley Park,1973-09-01 14:10,1973,North Melbourne,4.0,2.0,6.0,3.0,10.0,5.0,11.0,5.0,Melbourne,3.0,1.0,6.0,3.0,7.0,4.0,9.0,12.0
Qualifying Final,M.C.G.,1973-09-08 14:30,1973,Richmond,3.0,2.0,5.0,4.0,7.0,7.0,10.0,11.0,Carlton,4.0,4.0,6.0,9.0,10.0,13.0,13.0,13.0
Elimination Final,Waverley Park,1973-09-08 14:30,1973,Essendon,3.0,3.0,7.0,5.0,8.0,8.0,13.0,13.0,St Kilda,4.0,8.0,7.0,11.0,14.0,13.0,24.0,14.0
Semi Final,Waverley Park,1973-09-15 14:30,1973,Collingwood,4.0,8.0,5.0,9.0,9.0,14.0,12.0,15.0,Carlton,1.0,6.0,6.0,11.0,9.0,12.0,15.0,17.0
Semi Final,M.C.G.,1973-09-15 14:30,1973,Richmond,2.0,6.0,6.0,11.0,9.0,15.0,15.0,18.0,St Kilda,1.0,5.0,3.0,8.0,8.0,14.0,9.0,14.0
Preliminary Final,M.C.G.,1973-09-22 14:30,1973,Collingwood,6.0,7.0,10.0,7.0,12.0,9.0,14.0,14.0,Richmond,2.0,2.0,4.0,7.0,10.0,13.0,15.0,15.0
Grand Final,M.C.G.,1973-09-29 14:30,1973,Richmond,3.0,5.0,11.0,8.0,15.0,11.0,16.0,20.0,Carlton,2.0,2.0,7.0,6.0,9.0,9.0,12.0,14.0
1,Princes Park,1974-04-06 14:00,1974,Carlton,1.0,3.0,5.0,4.0,8.0,8.0,14.0,13.0,Melbourne,3.0,3.0,5.0,5.0,5.0,7.0,6.0,12.0
1,Victoria Park,1974-04-06 14:00,1974,Collingwood,5.0,5.0,10.0,7.0,12.0,11.0,17.0,15.0,Essendon,3.0,2.0,6.0,6.0,13.0,9.0,15.0,10.0
1,Moorabbin Oval,1974-04-06 14:00,1974,St Kilda,2.0,3.0,3.0,10.0,4.0,10.0,11.0,17.0,Fitzroy,1.0,2.0,2.0,3.0,5.0,6.0,6.0,7.0
1,Western Oval,1974-04-06 14:00,1974,Footscray,4.0,7.0,6.0,8.0,10.0,12.0,16.0,14.0,Geelong,1.0,0.0,6.0,9.0,7.0,10.0,9.0,11.0
1,M.C.G.,1974-04-06 14:00,1974,Richmond,4.0,4.0,5.0,10.0,10.0,13.0,12.0,16.0,Hawthorn,3.0,5.0,7.0,8.0,10.0,8.0,15.0,14.0
1,Lake Oval,1974-04-06 14:00,1974,South Melbourne,1.0,3.0,7.0,3.0,11.0,7.0,15.0,10.0,North Melbourne,2.0,4.0,6.0,9.0,9.0,13.0,11.0,14.0
2,Kardinia Park,1974-04-13 14:00,1974,Geelong,1.0,1.0,9.0,3.0,12.0,7.0,15.0,7.0,Carlton,6.0,5.0,7.0,6.0,8.0,12.0,12.0,16.0
2,Princes Park,1974-04-13 14:00,1974,Hawthorn,0.0,8.0,1.0,11.0,3.0,12.0,6.0,12.0,Collingwood,2.0,3.0,5.0,6.0,7.0,9.0,10.0,11.0
2,Junction Oval,1974-04-13 14:00,1974,Fitzroy,0.0,0.0,2.0,7.0,4.0,9.0,9.0,13.0,Richmond,8.0,9.0,9.0,12.0,14.0,23.0,15.0,26.0
2,Windy Hill,1974-04-15 14:00,1974,Essendon,6.0,8.0,14.0,14.0,18.0,18.0,21.0,24.0,South Melbourne,1.0,1.0,3.0,4.0,6.0,13.0,10.0,18.0
2,Arden St,1974-04-15 14:00,1974,North Melbourne,5.0,3.0,6.0,9.0,12.0,10.0,20.0,12.0,Footscray,1.0,2.0,6.0,6.0,10.0,7.0,11.0,9.0
2,M.C.G.,1974-04-15 14:00,1974,Melbourne,3.0,6.0,7.0,12.0,10.0,16.0,11.0,20.0,St Kilda,1.0,4.0,2.0,8.0,9.0,12.0,14.0,16.0
3,Princes Park,1974-04-20 14:00,1974,Carlton,5.0,8.0,6.0,11.0,9.0,13.0,11.0,15.0,Richmond,1.0,5.0,9.0,6.0,12.0,7.0,18.0,11.0
3,Victoria Park,1974-04-20 14:00,1974,Collingwood,4.0,4.0,10.0,7.0,14.0,13.0,16.0,16.0,Footscray,4.0,4.0,5.0,7.0,10.0,13.0,14.0,15.0
3,Waverley Park,1974-04-20 14:00,1974,Essendon,3.0,5.0,6.0,9.0,12.0,10.0,16.0,14.0,St Kilda,3.0,8.0,9.0,9.0,9.0,13.0,15.0,15.0
3,Arden St,1974-04-20 14:00,1974,North Melbourne,3.0,5.0,10.0,7.0,13.0,13.0,17.0,18.0,Fitzroy,2.0,1.0,4.0,2.0,6.0,8.0,7.0,11.0
3,M.C.G.,1974-04-20 14:00,1974,Melbourne,3.0,2.0,7.0,5.0,9.0,7.0,16.0,10.0,Geelong,7.0,2.0,10.0,6.0,14.0,9.0,16.0,14.0
3,Lake Oval,1974-04-20 14:00,1974,South Melbourne,2.0,4.0,3.0,11.0,6.0,16.0,8.0,18.0,Hawthorn,8.0,5.0,10.0,8.0,14.0,11.0,20.0,15.0
4,Waverley Park,1974-04-25 14:00,1974,North Melbourne,5.0,4.0,9.0,7.0,11.0,7.0,19.0,9.0,Carlton,0.0,4.0,2.0,8.0,5.0,13.0,6.0,15.0
4,Junction Oval,1974-04-25 14:00,1974,Fitzroy,5.0,6.0,8.0,7.0,14.0,11.0,18.0,12.0,Collingwood,2.0,1.0,7.0,5.0,11.0,8.0,17.0,9.0
4,Princes Park,1974-04-27 14:00,1974,Hawthorn,3.0,5.0,5.0,5.0,6.0,9.0,9.0,15.0,Essendon,1.0,3.0,2.0,7.0,4.0,13.0,5.0,13.0
4,Western Oval,1974-04-27 14:00,1974,Footscray,2.0,0.0,7.0,2.0,11.0,4.0,15.0,6.0,South Melbourne,2.0,6.0,2.0,7.0,5.0,7.0,7.0,9.0
4,Kardinia Park,1974-04-27 14:00,1974,Geelong,0.0,1.0,3.0,4.0,3.0,6.0,6.0,9.0,St Kilda,2.0,5.0,3.0,9.0,5.0,13.0,8.0,13.0
4,M.C.G.,1974-04-27 14:00,1974,Richmond,3.0,5.0,7.0,9.0,10.0,12.0,13.0,16.0,Melbourne,2.0,6.0,4.0,8.0,6.0,10.0,9.0,15.0
5,Victoria Park,1974-05-04 14:00,1974,Collingwood,2.0,6.0,6.0,8.0,9.0,12.0,13.0,14.0,Carlton,6.0,3.0,8.0,8.0,9.0,11.0,10.0,14.0
5,Windy Hill,1974-05-04 14:00,1974,Essendon,3.0,4.0,5.0,8.0,9.0,18.0,12.0,26.0,Geelong,3.0,6.0,6.0,10.0,8.0,12.0,10.0,14.0
5,Lake Oval,1974-05-04 14:00,1974,South Melbourne,1.0,8.0,6.0,12.0,12.0,14.0,14.0,16.0,Fitzroy,4.0,1.0,8.0,6.0,12.0,8.0,15.0,10.0
5,Waverley Park,1974-05-04 14:00,1974,Hawthorn,1.0,6.0,3.0,7.0,8.0,13.0,8.0,14.0,Footscray,1.0,0.0,4.0,4.0,6.0,10.0,11.0,19.0
5,M.C.G.,1974-05-04 14:00,1974,Melbourne,2.0,2.0,5.0,6.0,5.0,8.0,13.0,11.0,North Melbourne,4.0,3.0,11.0,8.0,15.0,12.0,19.0,15.0
5,Moorabbin Oval,1974-05-04 14:00,1974,St Kilda,6.0,4.0,7.0,5.0,8.0,9.0,13.0,12.0,Richmond,4.0,1.0,7.0,11.0,11.0,13.0,15.0,20.0
6,Princes Park,1974-05-11 14:00,1974,Carlton,4.0,4.0,9.0,9.0,13.0,14.0,19.0,21.0,South Melbourne,4.0,4.0,8.0,5.0,10.0,5.0,12.0,9.0
6,Waverley Park,1974-05-11 14:00,1974,Collingwood,4.0,4.0,7.0,8.0,9.0,10.0,13.0,11.0,Melbourne,5.0,1.0,8.0,3.0,11.0,3.0,12.0,7.0
6,Western Oval,1974-05-11 14:00,1974,Footscray,4.0,2.0,8.0,6.0,10.0,9.0,17.0,12.0,Essendon,2.0,6.0,4.0,8.0,6.0,11.0,8.0,16.0
6,Junction Oval,1974-05-11 14:00,1974,Fitzroy,4.0,3.0,7.0,10.0,10.0,13.0,18.0,16.0,Hawthorn,3.0,4.0,5.0,7.0,8.0,13.0,13.0,16.0
6,M.C.G.,1974-05-11 14:00,1974,Richmond,3.0,6.0,6.0,7.0,11.0,9.0,17.0,11.0,Geelong,5.0,1.0,8.0,6.0,13.0,10.0,18.0,15.0
6,Arden St,1974-05-11 14:00,1974,North Melbourne,2.0,6.0,8.0,9.0,15.0,16.0,22.0,20.0,St Kilda,1.0,2.0,3.0,2.0,8.0,3.0,9.0,5.0
7,Princes Park,1974-05-18 14:00,1974,Hawthorn,5.0,8.0,7.0,13.0,11.0,16.0,13.0,22.0,Carlton,3.0,2.0,5.0,8.0,7.0,12.0,8.0,12.0
7,Moorabbin Oval,1974-05-18 14:00,1974,St Kilda,3.0,2.0,4.0,4.0,8.0,7.0,12.0,10.0,Collingwood,1.0,7.0,6.0,16.0,7.0,20.0,11.0,22.0
7,Windy Hill,1974-05-18 14:00,1974,Essendon,5.0,7.0,7.0,10.0,11.0,12.0,15.0,15.0,Richmond,5.0,3.0,9.0,8.0,13.0,12.0,16.0,19.0
7,Waverley Park,1974-05-18 14:00,1974,Footscray,0.0,5.0,2.0,10.0,6.0,12.0,12.0,15.0,Fitzroy,3.0,5.0,5.0,8.0,7.0,10.0,8.0,12.0
7,Kardinia Park,1974-05-18 14:00,1974,Geelong,2.0,2.0,5.0,2.0,7.0,3.0,9.0,5.0,North Melbourne,5.0,2.0,8.0,5.0,11.0,9.0,13.0,12.0
7,Lake Oval,1974-05-18 14:00,1974,South Melbourne,4.0,9.0,7.0,12.0,11.0,14.0,13.0,16.0,Melbourne,4.0,3.0,8.0,5.0,9.0,6.0,11.0,10.0
8,Princes Park,1974-05-25 14:00,1974,Carlton,4.0,4.0,6.0,6.0,7.0,11.0,9.0,12.0,Footscray,1.0,5.0,3.0,8.0,7.0,11.0,9.0,12.0
8,Victoria Park,1974-05-25 14:00,1974,Collingwood,3.0,4.0,4.0,5.0,8.0,10.0,11.0,14.0,Geelong,2.0,2.0,8.0,6.0,13.0,10.0,18.0,13.0
8,Junction Oval,1974-05-25 14:00,1974,Fitzroy,3.0,1.0,6.0,4.0,9.0,7.0,16.0,11.0,Essendon,4.0,5.0,7.0,8.0,11.0,13.0,14.0,15.0
8,M.C.G.,1974-05-25 14:00,1974,Melbourne,2.0,4.0,4.0,7.0,5.0,9.0,6.0,15.0,Hawthorn,4.0,7.0,7.0,13.0,11.0,19.0,13.0,21.0
8,Arden St,1974-05-25 14:00,1974,North Melbourne,1.0,3.0,5.0,9.0,6.0,12.0,9.0,16.0,Richmond,5.0,7.0,7.0,9.0,11.0,15.0,13.0,17.0
8,Waverley Park,1974-05-25 14:00,1974,South Melbourne,2.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,St Kilda,3.0,4.0,4.0,5.0,5.0,7.0,10.0,10.0
9,Waverley Park,1974-06-01 14:00,1974,Fitzroy,2.0,2.0,3.0,5.0,6.0,6.0,7.0,10.0,Carlton,6.0,6.0,9.0,9.0,13.0,11.0,16.0,15.0
9,M.C.G.,1974-06-01 14:00,1974,Richmond,2.0,3.0,3.0,12.0,6.0,19.0,9.0,20.0,Collingwood,7.0,5.0,13.0,7.0,14.0,12.0,21.0,17.0
9,Arden St,1974-06-01 14:00,1974,North Melbourne,4.0,8.0,7.0,12.0,10.0,12.0,11.0,15.0,Essendon,6.0,5.0,10.0,8.0,14.0,11.0,16.0,15.0
9,Western Oval,1974-06-01 14:00,1974,Footscray,5.0,3.0,8.0,11.0,12.0,13.0,13.0,16.0,Melbourne,2.0,3.0,4.0,4.0,6.0,6.0,8.0,8.0
9,Kardinia Park,1974-06-01 14:00,1974,Geelong,8.0,4.0,11.0,7.0,12.0,12.0,16.0,12.0,South Melbourne,1.0,1.0,7.0,2.0,12.0,4.0,17.0,7.0
9,Princes Park,1974-06-01 14:00,1974,Hawthorn,5.0,3.0,9.0,7.0,14.0,11.0,18.0,15.0,St Kilda,1.0,6.0,3.0,10.0,6.0,13.0,10.0,16.0
10,Windy Hill,1974-06-08 14:00,1974,Essendon,3.0,3.0,4.0,5.0,7.0,8.0,9.0,14.0,Carlton,4.0,3.0,8.0,4.0,12.0,6.0,16.0,7.0
10,Victoria Park,1974-06-08 14:00,1974,Collingwood,2.0,2.0,5.0,7.0,8.0,8.0,12.0,10.0,North Melbourne,3.0,3.0,4.0,7.0,6.0,10.0,8.0,15.0
10,M.C.G.,1974-06-08 14:00,1974,Melbourne,1.0,3.0,6.0,5.0,13.0,7.0,19.0,10.0,Fitzroy,3.0,5.0,8.0,8.0,10.0,13.0,13.0,15.0
10,Moorabbin Oval,1974-06-08 14:00,1974,St Kilda,1.0,1.0,5.0,5.0,5.0,6.0,9.0,9.0,Footscray,3.0,3.0,5.0,5.0,10.0,10.0,11.0,10.0
10,Waverley Park,1974-06-08 14:00,1974,Hawthorn,3.0,4.0,9.0,5.0,11.0,10.0,14.0,13.0,Geelong,3.0,2.0,6.0,4.0,9.0,5.0,10.0,6.0
10,Lake Oval,1974-06-08 14:00,1974,South Melbourne,5.0,2.0,5.0,8.0,7.0,11.0,9.0,13.0,Richmond,8.0,0.0,13.0,1.0,15.0,5.0,23.0,9.0
11,Princes Park,1974-06-15 14:00,1974,Carlton,4.0,1.0,8.0,5.0,17.0,11.0,20.0,13.0,St Kilda,2.0,3.0,4.0,6.0,8.0,7.0,13.0,10.0
11,Lake Oval,1974-06-15 14:00,1974,South Melbourne,1.0,1.0,6.0,6.0,9.0,10.0,10.0,13.0,Collingwood,7.0,5.0,10.0,8.0,13.0,10.0,15.0,14.0
11,Waverley Park,1974-06-15 14:00,1974,Melbourne,3.0,3.0,5.0,4.0,9.0,5.0,10.0,10.0,Essendon,5.0,5.0,7.0,7.0,12.0,10.0,15.0,15.0
11,Kardinia Park,1974-06-17 14:00,1974,Geelong,3.0,8.0,7.0,10.0,8.0,13.0,10.0,15.0,Fitzroy,1.0,2.0,4.0,7.0,8.0,9.0,10.0,13.0
11,M.C.G.,1974-06-17 14:00,1974,Richmond,4.0,4.0,6.0,9.0,10.0,13.0,19.0,19.0,Footscray,3.0,3.0,7.0,5.0,11.0,8.0,15.0,11.0
11,Arden St,1974-06-17 14:00,1974,North Melbourne,4.0,2.0,6.0,4.0,10.0,9.0,14.0,11.0,Hawthorn,2.0,5.0,4.0,10.0,7.0,15.0,9.0,21.0
12,M.C.G.,1974-06-22 14:00,1974,Melbourne,2.0,2.0,5.0,4.0,8.0,7.0,11.0,13.0,Carlton,4.0,5.0,9.0,10.0,12.0,15.0,15.0,18.0
12,Windy Hill,1974-06-22 14:00,1974,Essendon,1.0,3.0,7.0,7.0,10.0,8.0,13.0,12.0,Collingwood,6.0,2.0,9.0,4.0,14.0,7.0,19.0,9.0
12,Junction Oval,1974-06-22 14:00,1974,Fitzroy,2.0,3.0,6.0,8.0,12.0,11.0,13.0,14.0,St Kilda,1.0,3.0,3.0,10.0,7.0,12.0,12.0,15.0
12,Waverley Park,1974-06-22 14:00,1974,Geelong,3.0,1.0,5.0,2.0,10.0,7.0,13.0,14.0,Footscray,3.0,3.0,6.0,5.0,6.0,7.0,8.0,10.0
12,Princes Park,1974-06-22 14:00,1974,Hawthorn,4.0,5.0,8.0,12.0,16.0,15.0,19.0,17.0,Richmond,4.0,7.0,7.0,10.0,10.0,15.0,15.0,18.0
12,Arden St,1974-06-22 14:00,1974,North Melbourne,6.0,6.0,10.0,9.0,20.0,13.0,28.0,17.0,South Melbourne,4.0,1.0,7.0,6.0,9.0,6.0,12.0,7.0
13,Princes Park,1974-06-29 14:00,1974,Carlton,2.0,5.0,9.0,11.0,12.0,15.0,20.0,19.0,Geelong,2.0,2.0,4.0,3.0,5.0,5.0,10.0,6.0
13,Victoria Park,1974-06-29 14:00,1974,Collingwood,3.0,4.0,5.0,11.0,9.0,14.0,13.0,18.0,Hawthorn,4.0,0.0,5.0,3.0,10.0,6.0,13.0,12.0
13,Lake Oval,1974-06-29 14:00,1974,South Melbourne,4.0,5.0,4.0,6.0,8.0,12.0,11.0,16.0,Essendon,3.0,3.0,6.0,6.0,10.0,9.0,14.0,12.0
13,Waverley Park,1974-06-29 14:00,1974,Richmond,5.0,3.0,15.0,8.0,22.0,16.0,29.0,21.0,Fitzroy,2.0,4.0,3.0,5.0,7.0,8.0,9.0,12.0
13,Western Oval,1974-06-29 14:00,1974,Footscray,1.0,1.0,4.0,10.0,7.0,12.0,11.0,14.0,North Melbourne,5.0,1.0,6.0,3.0,11.0,8.0,19.0,10.0
13,Moorabbin Oval,1974-06-29 14:00,1974,St Kilda,4.0,3.0,4.0,4.0,7.0,10.0,11.0,13.0,Melbourne,0.0,2.0,5.0,4.0,9.0,6.0,13.0,10.0
14,Princes Park,1974-07-06 14:00,1974,Carlton,4.0,1.0,9.0,3.0,9.0,8.0,10.0,12.0,North Melbourne,5.0,1.0,10.0,2.0,14.0,7.0,18.0,13.0
14,Victoria Park,1974-07-06 14:00,1974,Collingwood,4.0,6.0,13.0,10.0,19.0,10.0,24.0,14.0,Fitzroy,2.0,3.0,7.0,6.0,13.0,12.0,19.0,13.0
14,Windy Hill,1974-07-06 14:00,1974,Essendon,1.0,1.0,9.0,4.0,9.0,6.0,11.0,9.0,Hawthorn,4.0,6.0,10.0,11.0,15.0,16.0,23.0,17.0
14,Lake Oval,1974-07-06 14:00,1974,South Melbourne,2.0,6.0,6.0,15.0,12.0,23.0,19.0,27.0,Footscray,6.0,4.0,7.0,9.0,8.0,13.0,12.0,19.0
14,Waverley Park,1974-07-06 14:00,1974,St Kilda,2.0,3.0,6.0,9.0,9.0,13.0,12.0,20.0,Geelong,1.0,2.0,7.0,5.0,9.0,10.0,11.0,12.0
14,M.C.G.,1974-07-06 14:00,1974,Melbourne,2.0,6.0,4.0,13.0,7.0,17.0,11.0,24.0,Richmond,3.0,4.0,9.0,10.0,19.0,12.0,23.0,15.0
15,M.C.G.,1974-07-13 14:00,1974,Richmond,2.0,6.0,4.0,10.0,11.0,13.0,15.0,15.0,Carlton,3.0,0.0,7.0,4.0,8.0,5.0,11.0,9.0
15,Western Oval,1974-07-13 14:00,1974,Footscray,3.0,2.0,4.0,3.0,6.0,10.0,6.0,10.0,Collingwood,1.0,3.0,2.0,6.0,5.0,8.0,7.0,12.0
15,Moorabbin Oval,1974-07-13 14:00,1974,St Kilda,3.0,4.0,5.0,9.0,9.0,12.0,16.0,13.0,Essendon,1.0,4.0,4.0,6.0,7.0,7.0,10.0,8.0
15,Waverley Park,1974-07-13 14:00,1974,Fitzroy,1.0,2.0,2.0,4.0,6.0,6.0,8.0,7.0,North Melbourne,5.0,2.0,7.0,5.0,8.0,7.0,10.0,8.0
15,Kardinia Park,1974-07-13 14:00,1974,Geelong,2.0,4.0,5.0,5.0,8.0,7.0,12.0,11.0,Melbourne,4.0,2.0,6.0,5.0,6.0,7.0,9.0,9.0
15,Princes Park,1974-07-13 14:00,1974,Hawthorn,4.0,3.0,7.0,9.0,10.0,13.0,16.0,14.0,South Melbourne,1.0,3.0,2.0,6.0,3.0,7.0,4.0,7.0
16,Waverley Park,1974-07-20 14:00,1974,Carlton,5.0,2.0,12.0,5.0,15.0,6.0,18.0,10.0,Collingwood,1.0,0.0,5.0,1.0,11.0,3.0,13.0,4.0
16,Kardinia Park,1974-07-20 14:00,1974,Geelong,2.0,4.0,4.0,6.0,6.0,10.0,11.0,11.0,Essendon,3.0,3.0,5.0,4.0,11.0,6.0,14.0,9.0
16,Junction Oval,1974-07-20 14:00,1974,Fitzroy,3.0,1.0,7.0,4.0,8.0,9.0,10.0,13.0,South Melbourne,4.0,7.0,9.0,9.0,14.0,12.0,19.0,19.0
16,Western Oval,1974-07-20 14:00,1974,Footscray,2.0,2.0,3.0,6.0,6.0,10.0,8.0,12.0,Hawthorn,4.0,1.0,5.0,4.0,9.0,5.0,12.0,9.0
16,Arden St,1974-07-20 14:00,1974,North Melbourne,1.0,0.0,7.0,3.0,11.0,5.0,19.0,14.0,Melbourne,4.0,5.0,5.0,5.0,8.0,7.0,9.0,10.0
16,M.C.G.,1974-07-20 14:00,1974,Richmond,4.0,3.0,6.0,10.0,11.0,17.0,15.0,24.0,St Kilda,1.0,2.0,7.0,5.0,9.0,8.0,11.0,13.0
17,Lake Oval,1974-07-27 14:00,1974,South Melbourne,2.0,3.0,7.0,7.0,9.0,10.0,14.0,17.0,Carlton,4.0,7.0,6.0,9.0,9.0,12.0,11.0,14.0
17,M.C.G.,1974-07-27 14:00,1974,Melbourne,3.0,9.0,8.0,16.0,12.0,16.0,15.0,21.0,Collingwood,5.0,2.0,7.0,7.0,12.0,7.0,17.0,13.0
17,Windy Hill,1974-07-27 14:00,1974,Essendon,2.0,3.0,6.0,5.0,8.0,9.0,9.0,10.0,Footscray,4.0,9.0,4.0,11.0,9.0,13.0,13.0,15.0
17,Princes Park,1974-07-27 14:00,1974,Hawthorn,2.0,7.0,7.0,12.0,10.0,20.0,13.0,28.0,Fitzroy,3.0,5.0,3.0,5.0,6.0,6.0,8.0,10.0
17,Waverley Park,1974-07-27 14:00,1974,Geelong,2.0,1.0,4.0,7.0,4.0,7.0,8.0,9.0,Richmond,4.0,4.0,7.0,7.0,10.0,12.0,13.0,15.0
17,Moorabbin Oval,1974-07-27 14:00,1974,St Kilda,2.0,6.0,4.0,6.0,8.0,10.0,10.0,13.0,North Melbourne,1.0,3.0,4.0,6.0,6.0,9.0,11.0,16.0
18,Princes Park,1974-08-03 14:00,1974,Carlton,3.0,5.0,9.0,8.0,11.0,11.0,14.0,12.0,Hawthorn,1.0,0.0,7.0,4.0,14.0,10.0,18.0,12.0
18,Victoria Park,1974-08-03 14:00,1974,Collingwood,5.0,5.0,9.0,5.0,11.0,6.0,13.0,10.0,St Kilda,3.0,4.0,6.0,7.0,11.0,8.0,13.0,16.0
18,M.C.G.,1974-08-03 14:00,1974,Richmond,5.0,5.0,9.0,9.0,13.0,9.0,20.0,15.0,Essendon,2.0,4.0,6.0,8.0,9.0,11.0,12.0,16.0
18,Junction Oval,1974-08-03 14:00,1974,Fitzroy,1.0,6.0,3.0,9.0,8.0,14.0,9.0,16.0,Footscray,1.0,4.0,3.0,6.0,9.0,6.0,14.0,9.0
18,Arden St,1974-08-03 14:00,1974,North Melbourne,3.0,0.0,7.0,2.0,10.0,7.0,15.0,9.0,Geelong,5.0,9.0,7.0,14.0,13.0,14.0,15.0,15.0
18,Waverley Park,1974-08-03 14:00,1974,Melbourne,2.0,6.0,5.0,10.0,8.0,11.0,11.0,17.0,South Melbourne,2.0,2.0,6.0,7.0,7.0,11.0,14.0,13.0
19,Western Oval,1974-08-10 14:00,1974,Footscray,3.0,3.0,5.0,3.0,8.0,7.0,10.0,8.0,Carlton,2.0,3.0,2.0,10.0,2.0,13.0,4.0,20.0
19,Kardinia Park,1974-08-10 14:00,1974,Geelong,2.0,2.0,5.0,4.0,6.0,5.0,8.0,8.0,Collingwood,4.0,8.0,5.0,12.0,9.0,14.0,10.0,19.0
19,Windy Hill,1974-08-10 14:00,1974,Essendon,8.0,2.0,16.0,6.0,20.0,12.0,24.0,15.0,Fitzroy,3.0,4.0,6.0,4.0,7.0,8.0,8.0,13.0
19,Princes Park,1974-08-10 14:00,1974,Hawthorn,3.0,6.0,7.0,11.0,14.0,17.0,17.0,20.0,Melbourne,1.0,2.0,5.0,6.0,8.0,10.0,14.0,13.0
19,Waverley Park,1974-08-10 14:00,1974,Richmond,5.0,1.0,7.0,8.0,11.0,11.0,15.0,12.0,North Melbourne,5.0,2.0,7.0,5.0,9.0,7.0,11.0,11.0
19,Moorabbin Oval,1974-08-10 14:00,1974,St Kilda,6.0,5.0,6.0,7.0,8.0,10.0,9.0,13.0,South Melbourne,2.0,3.0,4.0,6.0,8.0,10.0,13.0,15.0
20,Princes Park,1974-08-17 14:00,1974,Carlton,2.0,3.0,9.0,6.0,12.0,12.0,17.0,14.0,Fitzroy,0.0,0.0,4.0,6.0,5.0,10.0,10.0,15.0
20,Victoria Park,1974-08-17 14:00,1974,Collingwood,1.0,4.0,4.0,8.0,8.0,13.0,10.0,20.0,Richmond,5.0,1.0,9.0,4.0,14.0,7.0,16.0,11.0
20,Windy Hill,1974-08-17 14:00,1974,Essendon,3.0,2.0,8.0,4.0,11.0,10.0,14.0,14.0,North Melbourne,3.0,6.0,7.0,10.0,10.0,11.0,16.0,12.0
20,M.C.G.,1974-08-17 14:00,1974,Melbourne,1.0,1.0,3.0,6.0,7.0,11.0,10.0,15.0,Footscray,6.0,7.0,11.0,10.0,15.0,18.0,23.0,21.0
20,Lake Oval,1974-08-17 14:00,1974,South Melbourne,2.0,3.0,4.0,5.0,9.0,7.0,13.0,7.0,Geelong,2.0,2.0,7.0,4.0,10.0,5.0,12.0,14.0
20,Waverley Park,1974-08-17 14:00,1974,St Kilda,2.0,3.0,5.0,4.0,10.0,7.0,11.0,9.0,Hawthorn,3.0,2.0,7.0,6.0,12.0,7.0,16.0,12.0
21,Waverley Park,1974-08-24 14:00,1974,Carlton,5.0,2.0,7.0,4.0,10.0,5.0,12.0,11.0,Essendon,5.0,3.0,9.0,6.0,11.0,12.0,12.0,17.0
21,Arden St,1974-08-24 14:00,1974,North Melbourne,6.0,6.0,10.0,10.0,17.0,14.0,25.0,15.0,Collingwood,1.0,1.0,5.0,4.0,6.0,10.0,10.0,14.0
21,Junction Oval,1974-08-24 14:00,1974,Fitzroy,2.0,4.0,4.0,7.0,10.0,15.0,14.0,16.0,Melbourne,3.0,2.0,6.0,6.0,13.0,8.0,20.0,13.0
21,Western Oval,1974-08-24 14:00,1974,Footscray,0.0,2.0,4.0,7.0,7.0,13.0,7.0,19.0,St Kilda,3.0,3.0,6.0,8.0,6.0,13.0,7.0,15.0
21,Kardinia Park,1974-08-24 14:00,1974,Geelong,5.0,3.0,8.0,5.0,11.0,7.0,15.0,12.0,Hawthorn,2.0,4.0,5.0,5.0,8.0,6.0,9.0,8.0
21,M.C.G.,1974-08-24 14:00,1974,Richmond,10.0,1.0,15.0,7.0,21.0,14.0,23.0,24.0,South Melbourne,2.0,10.0,6.0,15.0,10.0,22.0,17.0,27.0
22,Moorabbin Oval,1974-08-31 14:00,1974,St Kilda,6.0,3.0,10.0,7.0,13.0,8.0,15.0,11.0,Carlton,4.0,3.0,8.0,4.0,13.0,7.0,19.0,9.0
22,Waverley Park,1974-08-31 14:00,1974,Collingwood,4.0,3.0,6.0,5.0,12.0,9.0,13.0,15.0,South Melbourne,3.0,2.0,11.0,4.0,11.0,8.0,15.0,10.0
22,Windy Hill,1974-08-31 14:00,1974,Essendon,5.0,4.0,12.0,6.0,17.0,9.0,20.0,17.0,Melbourne,5.0,2.0,5.0,6.0,10.0,12.0,15.0,13.0
